calories,carbs,category,fat,nutrition,protein,rating,reviewCount,source,title,url
585,55.0,Desserts,37.0,"{'@type': 'NutritionInformation', 'calories': ' 585 calories', 'fatContent': '37g fat (16g saturated fat)', 'cholesterolContent': '144mg cholesterol', 'sodiumContent': '396mg sodium', 'carbohydrateContent': '55g carbohydrate (40g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '12g protein. '}",12.0,4.3255816,43.0,taste_of_home,Peanut Butter Custard Blast,https://www.tasteofhome.com/recipes/peanut-butter-custard-blast/
421,70.0,Desserts,15.0,"{'@type': 'NutritionInformation', 'calories': ' 421 calories', 'fatContent': '15g fat (7g saturated fat)', 'cholesterolContent': '26mg cholesterol', 'sodiumContent': '413mg sodium', 'carbohydrateContent': '70g carbohydrate (43g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '4g protein. '}",4.0,4.8,10.0,taste_of_home,Apple Cornbread Crisp,https://www.tasteofhome.com/recipes/apple-cornbread-crisp/
44,6.0,Desserts,2.0,"{'@type': 'NutritionInformation', 'calories': ' 44 calories', 'fatContent': '2g fat (1g saturated fat)', 'cholesterolContent': '1mg cholesterol', 'sodiumContent': '24mg sodium', 'carbohydrateContent': '6g carbohydrate (4g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.9428573,35.0,taste_of_home,Pecan Caramel Candies,https://www.tasteofhome.com/recipes/pecan-caramel-candies/
452,28.0,Desserts,35.0,"{'@type': 'NutritionInformation', 'calories': ' 452 calories', 'fatContent': '35g fat (21g saturated fat)', 'cholesterolContent': '298mg cholesterol', 'sodiumContent': '86mg sodium', 'carbohydrateContent': '28g carbohydrate (27g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '6g protein. '}",6.0,5.0,5.0,taste_of_home,Caramel Creme Brulee,https://www.tasteofhome.com/recipes/caramel-creme-brulee/
230,21.0,Dinner,7.0,"{'@type': 'NutritionInformation', 'calories': ' 230 calories', 'fatContent': '7g fat (1g saturated fat)', 'cholesterolContent': '42mg cholesterol', 'sodiumContent': '1295mg sodium', 'carbohydrateContent': '21g carbohydrate (13g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '19g protein. '}",19.0,4.6857142,35.0,taste_of_home,Pineapple Pork Stir-Fry,https://www.tasteofhome.com/recipes/pineapple-pork-stir-fry/
69,11.0,Desserts,2.0,"{'@type': 'NutritionInformation', 'calories': ' 69 calories', 'fatContent': '2g fat (0 saturated fat)', 'cholesterolContent': '12mg cholesterol', 'sodiumContent': '131mg sodium', 'carbohydrateContent': '11g carbohydrate (3g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,1.0,taste_of_home,Nonni's Fritole,https://www.tasteofhome.com/recipes/nonni-s-fritole/
72,10.0,Desserts,3.0,"{'@type': 'NutritionInformation', 'calories': ' 72 calories', 'fatContent': '3g fat (2g saturated fat)', 'cholesterolContent': '10mg cholesterol', 'sodiumContent': '45mg sodium', 'carbohydrateContent': '10g carbohydrate (8g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.8135595,59.0,taste_of_home,Creamy Caramels,https://www.tasteofhome.com/recipes/creamy-caramels/
61,13.0,Desserts,1.0,"{'@type': 'NutritionInformation', 'calories': ' 61 calories', 'fatContent': '1g fat (0 saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '4mg sodium', 'carbohydrateContent': '13g carbohydrate (12g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '0 protein. '}",0.0,4.8461537,13.0,taste_of_home,Divinity Candy,https://www.tasteofhome.com/recipes/grandma-s-divinity/
232,11.0,Dinner,8.0,"{'@type': 'NutritionInformation', 'calories': ' 232 calories', 'fatContent': '8g fat (2g saturated fat)', 'cholesterolContent': '64mg cholesterol', 'sodiumContent': '639mg sodium', 'carbohydrateContent': '11g carbohydrate (5g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '28g protein. <B><b>Diabetic Exchanges</b>: </B> 4 lean meat'}",28.0,4.65,40.0,taste_of_home,Slow-Cooked Pepper Steak,https://www.tasteofhome.com/recipes/slow-cooked-pepper-steak/
343,42.0,Dinner,5.0,"{'@type': 'NutritionInformation', 'calories': ' 343 calories', 'fatContent': '5g fat (2g saturated fat)', 'cholesterolContent': '63mg cholesterol', 'sodiumContent': '422mg sodium', 'carbohydrateContent': '42g carbohydrate (2g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '30g protein. <B><b>Diabetic Exchanges</b>: </B> 3 starch'}",30.0,5.0,1.0,taste_of_home,Pressure Cooker Pepper Steak,https://www.tasteofhome.com/recipes/pressure-cooker-pepper-steak/
348,29.0,Dinner,7.0,"{'@type': 'NutritionInformation', 'calories': ' 348 calories', 'fatContent': '7g fat (3g saturated fat)', 'cholesterolContent': '69mg cholesterol', 'sodiumContent': '677mg sodium', 'carbohydrateContent': '29g carbohydrate (2g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '40g protein. <b>Diabetic Exchanges</b>: 5 lean meat'}",40.0,5.0,5.0,taste_of_home,Steak and Potato Foil Packs,https://www.tasteofhome.com/recipes/steak-and-potato-foil-packs/
107,18.0,Desserts,4.0,"{'@type': 'NutritionInformation', 'calories': ' 107 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '3mg cholesterol', 'sodiumContent': '44mg sodium', 'carbohydrateContent': '18g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein. '}",2.0,5.0,1.0,taste_of_home,Caramel Nut Logs,https://www.tasteofhome.com/recipes/caramel-nut-logs/
356,29.0,Dinner,21.0,"{'@type': 'NutritionInformation', 'calories': ' 356 calories', 'fatContent': '21g fat (10g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '884mg sodium', 'carbohydrateContent': '29g carbohydrate (4g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '13g protein.'}",13.0,5.0,5.0,taste_of_home,Oktoberfest Casserole,https://www.tasteofhome.com/recipes/oktoberfest-casserole/
292,10.0,Dinner,12.0,"{'@type': 'NutritionInformation', 'calories': ' 292 calories', 'fatContent': '12g fat (3g saturated fat)', 'cholesterolContent': '85mg cholesterol', 'sodiumContent': '192mg sodium', 'carbohydrateContent': '10g carbohydrate (0 sugars', 'fiberContent': '0 fiber)', 'proteinContent': '35g protein. <b>Diabetic Exchanges</b>: 5 lean meat'}",35.0,5.0,14.0,taste_of_home,Country-Style Pork Loin with Gravy,https://www.tasteofhome.com/recipes/country-style-pork-loin-with-gravy/
317,43.0,Dinner,10.0,"{'@type': 'NutritionInformation', 'calories': ' 317 calories', 'fatContent': '10g fat (5g saturated fat)', 'cholesterolContent': '30mg cholesterol', 'sodiumContent': '565mg sodium', 'carbohydrateContent': '43g carbohydrate (6g sugars', 'fiberContent': '8g fiber)', 'proteinContent': '15g protein. <B><b>Diabetic Exchanges</b>: </B> 2 starch'}",15.0,4.735849,53.0,taste_of_home,Slow-Cooked Stuffed Peppers,https://www.tasteofhome.com/recipes/slow-cooked-stuffed-peppers/
142,3.0,Dinner,7.0,"{'@type': 'NutritionInformation', 'calories': ' 142 calories', 'fatContent': '7g fat (3g saturated fat)', 'cholesterolContent': '49mg cholesterol', 'sodiumContent': '496mg sodium', 'carbohydrateContent': '3g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '15g protein. '}",15.0,4.6642337,137.0,taste_of_home,Flavorful Pot Roast,https://www.tasteofhome.com/recipes/flavorful-pot-roast/
355,28.0,Dinner,13.0,"{'@type': 'NutritionInformation', 'calories': ' 355 calories', 'fatContent': '13g fat (5g saturated fat)', 'cholesterolContent': '84mg cholesterol', 'sodiumContent': '499mg sodium', 'carbohydrateContent': '28g carbohydrate (4g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '30g protein. <b>Diabetic Exchanges</b>: 4 lean meat'}",30.0,5.0,1.0,taste_of_home,Pressure-Cooker Beef Burritos with Green Chiles,https://www.tasteofhome.com/recipes/pressure-cooker-beef-burritos-with-green-chiles/
99,11.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 99 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '8mg cholesterol', 'sodiumContent': '48mg sodium', 'carbohydrateContent': '11g carbohydrate (10g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3.0,4.105263,114.0,taste_of_home,3-Ingredient Peanut Butter Cookies,https://www.tasteofhome.com/recipes/peanut-butter-cookies/
275,32.0,Dinner,7.0,"{'@type': 'NutritionInformation', 'calories': ' 275 calories', 'fatContent': '7g fat (1g saturated fat)', 'cholesterolContent': '31mg cholesterol', 'sodiumContent': '636mg sodium', 'carbohydrateContent': '32g carbohydrate (5g sugars', 'fiberContent': '6g fiber)', 'proteinContent': '22g protein. <b>Diabetic Exchanges</b>: 3 lean meat'}",22.0,4.535714,28.0,taste_of_home,West African Chicken Stew,https://www.tasteofhome.com/recipes/west-african-chicken-stew/
289,8.0,Dinner,15.0,"{'@type': 'NutritionInformation', 'calories': ' 289 calories', 'fatContent': '15g fat (5g saturated fat)', 'cholesterolContent': '77mg cholesterol', 'sodiumContent': '350mg sodium', 'carbohydrateContent': '8g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '25g protein.  <B><b>Diabetic Exchanges</b>: </B>3 lean meat'}",25.0,5.0,7.0,taste_of_home,Slow Cooker Boeuf Bourguignon,https://www.tasteofhome.com/recipes/slow-cooker-boeuf-bourguignon/
108,13.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 108 calories', 'fatContent': '6g fat (1g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '85mg sodium', 'carbohydrateContent': '13g carbohydrate (8g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein. '}",2.0,4.6805553,72.0,taste_of_home,Apple Peanut Butter Cookies,https://www.tasteofhome.com/recipes/apple-peanut-butter-cookies/
236,4.0,"Dinner,Lunch",11.0,"{'@type': 'NutritionInformation', 'calories': ' 236 calories', 'fatContent': '11g fat (3g saturated fat)', 'cholesterolContent': '101mg cholesterol', 'sodiumContent': '625mg sodium', 'carbohydrateContent': '4g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '29g protein. <b>Diabetic Exchanges</b>: 4 lean meat.'}",29.0,5.0,1.0,taste_of_home,Five-Spice Chicken Lettuce Wraps,https://www.tasteofhome.com/recipes/five-spice-chicken-lettuce-wraps/
292,41.0,Desserts,14.0,"{'@type': 'NutritionInformation', 'calories': ' 292 calories', 'fatContent': '14g fat (3g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '247mg sodium', 'carbohydrateContent': '41g carbohydrate (34g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '5g protein. '}",5.0,4.888889,18.0,taste_of_home,Easy Peanut Brittle,https://www.tasteofhome.com/recipes/grandma-s-christmas-brittle/
147,21.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 147 calories', 'fatContent': '6g fat (2g saturated fat)', 'cholesterolContent': '9mg cholesterol', 'sodiumContent': '125mg sodium', 'carbohydrateContent': '21g carbohydrate (12g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.785714,14.0,taste_of_home,Icebox Honey Cookies,https://www.tasteofhome.com/recipes/icebox-honey-cookies/
390,46.0,Desserts,18.0,"{'@type': 'NutritionInformation', 'calories': ' 390 calories', 'fatContent': '18g fat (11g saturated fat)', 'cholesterolContent': '67mg cholesterol', 'sodiumContent': '347mg sodium', 'carbohydrateContent': '46g carbohydrate (37g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5.0,5.0,1.0,taste_of_home,Chocolate Hazelnut Pudding Torte,https://www.tasteofhome.com/recipes/chocolate-hazelnut-pudding-torte/
161,18.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 161 calories', 'fatContent': '9g fat (3g saturated fat)', 'cholesterolContent': '11mg cholesterol', 'sodiumContent': '215mg sodium', 'carbohydrateContent': '18g carbohydrate (14g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein. '}",3.0,5.0,1.0,taste_of_home,Rich Pistachio Brittle,https://www.tasteofhome.com/recipes/rich-pistachio-brittle/
399,30.0,"Dinner,Lunch",15.0,"{'@type': 'NutritionInformation', 'calories': ' 399 calories', 'fatContent': '15g fat (5g saturated fat)', 'cholesterolContent': '91mg cholesterol', 'sodiumContent': '1104mg sodium', 'carbohydrateContent': '30g carbohydrate (2g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '33g protein. '}",33.0,4.725,40.0,taste_of_home,Shredded French Dip,https://www.tasteofhome.com/recipes/shredded-french-dip/
467,31.0,"Dinner,Lunch",19.0,"{'@type': 'NutritionInformation', 'calories': ' 467 calories', 'fatContent': '19g fat (7g saturated fat)', 'cholesterolContent': '111mg cholesterol', 'sodiumContent': '1300mg sodium', 'carbohydrateContent': '31g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '41g protein. '}",41.0,4.7843137,51.0,taste_of_home,French Dip,https://www.tasteofhome.com/recipes/french-dip/
218,31.0,Side Dishes,9.0,"{'@type': 'NutritionInformation', 'calories': ' 218 calories', 'fatContent': '9g fat (6g saturated fat)', 'cholesterolContent': '6mg cholesterol', 'sodiumContent': '174mg sodium', 'carbohydrateContent': '31g carbohydrate (24g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '3g protein. '}",3.0,4.672131,61.0,taste_of_home,Candy Bar Apple Salad,https://www.tasteofhome.com/recipes/candy-bar-apple-salad/
145,15.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 145 calories', 'fatContent': '9g fat (5g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '90mg sodium', 'carbohydrateContent': '15g carbohydrate (5g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein. '}",1.0,4.8125,16.0,taste_of_home,Brown Sugar Shortbread,https://www.tasteofhome.com/recipes/brown-sugar-shortbread/
448,37.0,Dinner,25.0,"{'@type': 'NutritionInformation', 'calories': ' 448 calories', 'fatContent': '25g fat (7g saturated fat)', 'cholesterolContent': '57mg cholesterol', 'sodiumContent': '817mg sodium', 'carbohydrateContent': '37g carbohydrate (5g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '19g protein.'}",19.0,5.0,3.0,taste_of_home,Spicy Sausage Fettuccine,https://www.tasteofhome.com/recipes/spicy-sausage-fettuccine/
225,26.0,Side Dishes,15.0,"{'@type': 'NutritionInformation', 'calories': ' 225 calories', 'fatContent': '15g fat (2g saturated fat)', 'cholesterolContent': '0 cholesterol', 'sodiumContent': '52mg sodium', 'carbohydrateContent': '26g carbohydrate (19g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '2g protein. <b>Diabetic Exchanges</b>: 3 fat'}",2.0,5.0,1.0,taste_of_home,Apple Matchstick Salad,https://www.tasteofhome.com/recipes/apple-matchstick-salad/
234,17.0,Appetizers,14.0,"{'@type': 'NutritionInformation', 'calories': ' 234 calories', 'fatContent': '14g fat (6g saturated fat)', 'cholesterolContent': '28mg cholesterol', 'sodiumContent': '664mg sodium', 'carbohydrateContent': '17g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '10g protein. '}",10.0,5.0,3.0,taste_of_home,Stuffed Pizza Bites,https://www.tasteofhome.com/recipes/stuffed-pizza-bites/
186,2.0,Appetizers,16.0,"{'@type': 'NutritionInformation', 'calories': ' 186 calories', 'fatContent': '16g fat (7g saturated fat)', 'cholesterolContent': '43mg cholesterol', 'sodiumContent': '235mg sodium', 'carbohydrateContent': '2g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '8g protein.'}",8.0,4.84,25.0,taste_of_home,Hot Wing Dip,https://www.tasteofhome.com/recipes/hot-wing-dip/
375,56.0,Desserts,15.0,"{'@type': 'NutritionInformation', 'calories': ' 375 calories', 'fatContent': '15g fat (4g saturated fat)', 'cholesterolContent': '57mg cholesterol', 'sodiumContent': '161mg sodium', 'carbohydrateContent': '56g carbohydrate (34g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5.0,5.0,1.0,taste_of_home,Homemade Devil's Food Cake,https://www.tasteofhome.com/recipes/homemade-devil-s-food-cake/
169,24.0,Desserts,7.0,"{'@type': 'NutritionInformation', 'calories': ' 169 calories', 'fatContent': '7g fat (4g saturated fat)', 'cholesterolContent': '30mg cholesterol', 'sodiumContent': '97mg sodium', 'carbohydrateContent': '24g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,2.0,taste_of_home,Holiday Sugar Cookies,https://www.tasteofhome.com/recipes/holiday-sugar-cookies/
786,96.0,Desserts,43.0,"{'@type': 'NutritionInformation', 'calories': ' 786 calories', 'fatContent': '43g fat (19g saturated fat)', 'cholesterolContent': '130mg cholesterol', 'sodiumContent': '351mg sodium', 'carbohydrateContent': '96g carbohydrate (72g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '8g protein. '}",8.0,4.52,25.0,taste_of_home,Toasted Butter Pecan Cake,https://www.tasteofhome.com/recipes/toasted-butter-pecan-cake/
139,19.0,Desserts,6.0,"{'@type': 'NutritionInformation', 'calories': ' 139 calories', 'fatContent': '6g fat (4g saturated fat)', 'cholesterolContent': '23mg cholesterol', 'sodiumContent': '91mg sodium', 'carbohydrateContent': '19g carbohydrate (11g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '1g protein.'}",1.0,5.0,2.0,taste_of_home,Orange Sugar Cookies,https://www.tasteofhome.com/recipes/orange-sugar-cookies/
697,61.0,"Breakfast,Brunch,Lunch",29.0,"{'@type': 'NutritionInformation', 'calories': ' 697 calories', 'fatContent': '29g fat (12g saturated fat)', 'cholesterolContent': '280mg cholesterol', 'sodiumContent': '1949mg sodium', 'carbohydrateContent': '61g carbohydrate (1g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '43g protein. '}",43.0,5.0,2.0,taste_of_home,Cuban Breakfast Sandwiches,https://www.tasteofhome.com/recipes/cuban-breakfast-sandwiches/
358,52.0,Desserts,17.0,"{'@type': 'NutritionInformation', 'calories': ' 358 calories', 'fatContent': '17g fat (8g saturated fat)', 'cholesterolContent': '36mg cholesterol', 'sodiumContent': '268mg sodium', 'carbohydrateContent': '52g carbohydrate (41g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3.0,4.52,25.0,taste_of_home,Chocolate Cream Cheese Cupcakes,https://www.tasteofhome.com/recipes/chocolate-cream-cheese-cupcakes/
102,2.0,Appetizers,9.0,"{'@type': 'NutritionInformation', 'calories': ' 102 calories', 'fatContent': '9g fat (1g saturated fat)', 'cholesterolContent': '9mg cholesterol', 'sodiumContent': '73mg sodium', 'carbohydrateContent': '2g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '4g protein. '}",4.0,4.8333335,12.0,taste_of_home,Sesame Chicken Bites,https://www.tasteofhome.com/recipes/sesame-chicken-bites/
674,33.0,Dinner,42.0,"{'@type': 'NutritionInformation', 'calories': ' 674 calories', 'fatContent': '42g fat (22g saturated fat)', 'cholesterolContent': '241mg cholesterol', 'sodiumContent': '1845mg sodium', 'carbohydrateContent': '33g carbohydrate (7g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '41g protein. '}",41.0,4.848485,66.0,taste_of_home,Southern Shrimp and Grits,https://www.tasteofhome.com/recipes/southern-shrimp-and-grits/
440,39.0,Lunch,20.0,"{'@type': 'NutritionInformation', 'calories': ' 440 calories', 'fatContent': '20g fat (9g saturated fat)', 'cholesterolContent': '39mg cholesterol', 'sodiumContent': '1261mg sodium', 'carbohydrateContent': '39g carbohydrate (6g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '25g protein. '}",25.0,4.9333334,15.0,taste_of_home,Italian Steak Sandwiches,https://www.tasteofhome.com/recipes/italian-steak-sandwiches/
313,18.0,"Breakfast,Brunch,Lunch",21.0,"{'@type': 'NutritionInformation', 'calories': ' 313 calories', 'fatContent': '21g fat (7g saturated fat)', 'cholesterolContent': '211mg cholesterol', 'sodiumContent': '492mg sodium', 'carbohydrateContent': '18g carbohydrate (4g sugars', 'fiberContent': '5g fiber)', 'proteinContent': '15g protein. '}",15.0,5.0,5.0,taste_of_home,Egg-Topped Avocado Toast,https://www.tasteofhome.com/recipes/egg-topped-avocado-toast/
361,17.0,Appetizers,28.0,"{'@type': 'NutritionInformation', 'calories': ' 361 calories', 'fatContent': '28g fat (11g saturated fat)', 'cholesterolContent': '52mg cholesterol', 'sodiumContent': '537mg sodium', 'carbohydrateContent': '17g carbohydrate (1g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '10g protein. '}",10.0,4.909091,11.0,taste_of_home,Baked Spinach Dip in Bread,https://www.tasteofhome.com/recipes/baked-spinach-dip-in-bread/
388,31.0,Lunch,22.0,"{'@type': 'NutritionInformation', 'calories': ' 388 calories', 'fatContent': '22g fat (12g saturated fat)', 'cholesterolContent': '194mg cholesterol', 'sodiumContent': '713mg sodium', 'carbohydrateContent': '31g carbohydrate (6g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '16g protein. '}",16.0,5.0,1.0,taste_of_home,Chiles Rellenos Sandwiches,https://www.tasteofhome.com/recipes/chiles-rellenos-sandwiches/
153,18.0,Desserts,8.0,"{'@type': 'NutritionInformation', 'calories': ' 153 calories', 'fatContent': '8g fat (3g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '106mg sodium', 'carbohydrateContent': '18g carbohydrate (13g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '4g protein.'}",4.0,4.866667,15.0,taste_of_home,Peanut Butter Jumbos,https://www.tasteofhome.com/recipes/peanut-butter-jumbos/
68,5.0,"Appetizers,Lunch",3.0,"{'@type': 'NutritionInformation', 'calories': ' 68 calories', 'fatContent': '3g fat (1g saturated fat)', 'cholesterolContent': '11mg cholesterol', 'sodiumContent': '153mg sodium', 'carbohydrateContent': '5g carbohydrate (1g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '4g protein. '}",4.0,5.0,2.0,taste_of_home,Mini Burgers with the Works,https://www.tasteofhome.com/recipes/mini-burgers-with-the-works/
97,14.0,Desserts,4.0,"{'@type': 'NutritionInformation', 'calories': ' 97 calories', 'fatContent': '4g fat (3g saturated fat)', 'cholesterolContent': '13mg cholesterol', 'sodiumContent': '47mg sodium', 'carbohydrateContent': '14g carbohydrate (10g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '1g protein.'}",1.0,5.0,6.0,taste_of_home,Cranberry Cookies in a Jar,https://www.tasteofhome.com/recipes/christmas-cookies-in-a-jar/
98,12.0,Appetizers,4.0,"{'@type': 'NutritionInformation', 'calories': ' 98 calories', 'fatContent': '4g fat (1g saturated fat)', 'cholesterolContent': '13mg cholesterol', 'sodiumContent': '253mg sodium', 'carbohydrateContent': '12g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '5g protein. '}",5.0,4.8,20.0,taste_of_home,Italian Meatball Buns,https://www.tasteofhome.com/recipes/italian-meatball-buns/
381,27.0,Lunch,15.0,"{'@type': 'NutritionInformation', 'calories': ' 381 calories', 'fatContent': '15g fat (8g saturated fat)', 'cholesterolContent': '90mg cholesterol', 'sodiumContent': '559mg sodium', 'carbohydrateContent': '27g carbohydrate (2g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '32g protein. '}",32.0,5.0,2.0,taste_of_home,Southwestern Roast Beef Sandwiches,https://www.tasteofhome.com/recipes/southwestern-roast-beef-sandwiches/
68,16.0,"Breakfast,Brunch",0.0,"{'@type': 'NutritionInformation', 'calories': ' 68 calories', 'fatContent': '0 fat (0 saturated fat)', 'cholesterolContent': '1mg cholesterol', 'sodiumContent': '4mg sodium', 'carbohydrateContent': '16g carbohydrate (14g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '2g protein.  <B><b>Diabetic Exchanges</b>: </B>1 starch.'}",2.0,4.9,10.0,taste_of_home,Peach Smoothie,https://www.tasteofhome.com/recipes/peach-smoothie/
184,26.0,Desserts,9.0,"{'@type': 'NutritionInformation', 'calories': ' 184 calories', 'fatContent': '9g fat (3g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '100mg sodium', 'carbohydrateContent': '26g carbohydrate (19g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '4g protein.'}",4.0,4.75,16.0,taste_of_home,Gluten-Free Brownies,https://www.tasteofhome.com/recipes/gluten-free-brownies/
536,51.0,Lunch,15.0,"{'@type': 'NutritionInformation', 'calories': ' 536 calories', 'fatContent': '15g fat (4g saturated fat)', 'cholesterolContent': '77mg cholesterol', 'sodiumContent': '903mg sodium', 'carbohydrateContent': '51g carbohydrate (12g sugars', 'fiberContent': '4g fiber)', 'proteinContent': '50g protein. '}",50.0,5.0,1.0,taste_of_home,Grilled Turkey Pitas,https://www.tasteofhome.com/recipes/grilled-turkey-pitas/
184,27.0,"Breakfast,Brunch",7.0,"{'@type': 'NutritionInformation', 'calories': ' 184 calories', 'fatContent': '7g fat (2g saturated fat)', 'cholesterolContent': '18mg cholesterol', 'sodiumContent': '232mg sodium', 'carbohydrateContent': '27g carbohydrate (12g sugars', 'fiberContent': '1g fiber)', 'proteinContent': '3g protein.'}",3.0,5.0,2.0,taste_of_home,Old-Fashioned Buttermilk Doughnuts,https://www.tasteofhome.com/recipes/old-fashioned-buttermilk-doughnuts/
316,41.0,"Appetizers,Lunch",9.0,"{'@type': 'NutritionInformation', 'calories': ' 316 calories', 'fatContent': '9g fat (5g saturated fat)', 'cholesterolContent': '47mg cholesterol', 'sodiumContent': '751mg sodium', 'carbohydrateContent': '41g carbohydrate (3g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '16g protein.'}",16.0,5.0,5.0,taste_of_home,Pepperoni Pizza Pockets,https://www.tasteofhome.com/recipes/pepperoni-pizza-pockets/
480,38.0,Dinner,24.0,"{'@type': 'NutritionInformation', 'calories': ' 480 calories', 'fatContent': '24g fat (5g saturated fat)', 'cholesterolContent': '81mg cholesterol', 'sodiumContent': '733mg sodium', 'carbohydrateContent': '38g carbohydrate (19g sugars', 'fiberContent': '3g fiber)', 'proteinContent': '26g protein. '}",26.0,4.928571,14.0,taste_of_home,African Chicken & Sweet Potatoes,https://www.tasteofhome.com/recipes/african-chicken-sweet-potatoes/
380,21.0,"Appetizers,Lunch",24.0,"{'@type': 'NutritionInformation', 'calories': ' 380 calories', 'fatContent': '24g fat (13g saturated fat)', 'cholesterolContent': '86mg cholesterol', 'sodiumContent': '628mg sodium', 'carbohydrateContent': '21g carbohydrate (9g sugars', 'fiberContent': '2g fiber)', 'proteinContent': '18g protein.'}",18.0,4.6,55.0,taste_of_home,Bacon Cheeseburger Slider Bake,https://www.tasteofhome.com/recipes/bacon-cheeseburger-slider-bake/
155,20.0,Desserts,8.0,"{'@type': 'NutritionInformation', 'calories': ' 155 calories', 'fatContent': '8g fat (6g saturated fat)', 'cholesterolContent': '24mg cholesterol', 'sodiumContent': '107mg sodium', 'carbohydrateContent': '20g carbohydrate (13g sugars', 'fiberContent': '0 fiber)', 'proteinContent': '2g protein.'}",2.0,5.0,1.0,taste_of_home,Andes Mint Cookies,https://www.tasteofhome.com/recipes/andes-mint-cookies/
